2; 3; 33; 20231
2; 3; 34; 7730
2; 3; 35; 5882
2; 3; 36; 4201
2; 3; 37; 2836
2; 3; 38; 0
1; 4; 1; 3045
1; 4; 2; 1181
1; 4; 3; 24162
1; 4; 4; 5056
1; 4; 5; 5564
1; 4; 6; 4752
1; 4; 7; 15458
1; 4; 8; 32568
1; 4; 9; 19546
1; 4; 10; 24590
1; 4; 11; 25505
1; 4; 12; 15674
1; 4; 13; 31023
1; 4; 14; 1566
1; 4; 15; 550
1; 4; 16; 2539
1; 4; 17; 26054
1; 4; 18; 29204
1; 4; 19; 697
1; 4; 20; 15426
1; 4; 21; 1727
1; 4; 22; 2316
1; 4; 23; 20512
1; 4; 24; 3115
1; 4; 25; 1018
1; 4; 26; 16607
1; 4; 27; 2188
1; 4; 28; 8201
1; 4; 29; 29931
1; 4; 30; 1517
1; 4; 31; 6955
1; 4; 32; 23726
1; 4; 33; 26317
1; 4; 34; 32864
1; 4; 35; 26515
1; 4; 36; 0
2; 4; 1; 6863
2; 4; 2; 751
2; 4; 3; 34504
2; 4; 4; 21147
2; 4; 5; 26401
2; 4; 6; 27613
2; 4; 7; 32102
2; 4; 8; 23810
2; 4; 9; 1065
2; 4; 10; 5407
2; 4; 11; 15142
2; 4; 12; 851
2; 4; 13; 24294
2; 4; 14; 4988
2; 4; 15; 34739
2; 4; 16; 5787
2; 4; 17; 16580
2; 4; 18; 26079
2; 4; 19; 256
2; 4; 20; 34219
2; 4; 21; 1728
2; 4; 22; 1063
2; 4; 23; 32261
2; 4; 24; 24120
2; 4; 25; 6316
2; 4; 26; 32538
2; 4; 27; 1280
2; 4; 28; 34611
2; 4; 29; 25543
2; 4; 30; 2682
2; 4; 31; 5097
2; 4; 32; 1213
2; 4; 33; 2939
2; 4; 34; 30165
2; 4; 35; 8983
2; 4; 36; 0
1; 5; 1; 817
1; 5; 2; 1084
1; 5; 3; 20457
1; 5; 4; 1640
1; 5; 5; 1254
1; 5; 6; 6360
1; 5; 7; 2516
1; 5; 8; 5128
1; 5; 9; 19087
1; 5; 10; 5105
1; 5; 11; 7505
1; 5; 12; 8497
1; 5; 13; 868
1; 5; 14; 34306
1; 5; 15; 15074
1; 5; 16; 26241
1; 5; 17; 29035
1; 5; 18; 7226
1; 5; 19; 29598
1; 5; 20; 4985
1; 5; 21; 8363
1; 5; 22; 8188
1; 5; 23; 4926
1; 5; 24; 945
1; 5; 25; 5226
1; 5; 26; 19770
1; 5; 27; 27692
1; 5; 28; 1903
1; 5; 29; 6912
1; 5; 30; 15031
1; 5; 31; 2094
1; 5; 32; 30812
1; 5; 33; 5061
1; 5; 34; 21967
1; 5; 35; 31661
1; 5; 36; 406
1; 5; 37; 0
2; 5; 1; 30375
2; 5; 2; 34593
2; 5; 3; 622
2; 5; 4; 1155
2; 5; 5; 620
2; 5; 6; 122
2; 5; 7; 6217
2; 5; 8; 1771
2; 5; 9; 890
2; 5; 10; 3329
2; 5; 11; 29266
2; 5; 12; 1824
2; 5; 13; 29895
2; 5; 14; 27958
2; 5; 15; 1625
2; 5; 16; 30872
2; 5; 17; 24163
2; 5; 18; 34050
2; 5; 19; 22147
2; 5; 20; 5908
2; 5; 21; 1211
2; 5; 22; 31156
2; 5; 23; 7184
2; 5; 24; 28043
2; 5; 25; 31047
2; 5; 26; 32285
2; 5; 27; 809
2; 5; 28; 4950
2; 5; 29; 1246
2; 5; 30; 7355
2; 5; 31; 4736
2; 5; 32; 3003
2; 5; 33; 1378
2; 5; 34; 23990
2; 5; 35; 0
