1; 1; 1; 31913
1; 1; 2; 1876
1; 1; 3; 5564
1; 1; 4; 1875
1; 1; 5; 5142
1; 1; 6; 5082
1; 1; 7; 6144
1; 1; 8; 16697
1; 1; 9; 6865
1; 1; 10; 17095
1; 1; 11; 5005
1; 1; 12; 2539
1; 1; 13; 34739
1; 1; 14; 4780
1; 1; 15; 5888
1; 1; 16; 32702
1; 1; 17; 4740
1; 1; 18; 19087
1; 1; 19; 4772
1; 1; 20; 28125
1; 1; 21; 5058
1; 1; 22; 4957
1; 1; 23; 5571
1; 1; 24; 4955
1; 1; 25; 29035
1; 1; 26; 5170
1; 1; 27; 5140
1; 1; 28; 4945
1; 1; 29; 5176
1; 1; 30; 5239
1; 1; 31; 4857
1; 1; 32; 4824
1; 1; 33; 5128
1; 1; 34; 5407
1; 1; 35; 6147
1; 1; 36; 17907
1; 1; 37; 1959
1; 1; 38; 5039
1; 1; 39; 34121
1; 1; 40; 7480
1; 1; 41; 5116
1; 1; 42; 27613
1; 1; 43; 5006
1; 1; 44; 1407
1; 1; 45; 4763
1; 1; 46; 31898
1; 1; 47; 4798
1; 1; 48; 30370
1; 1; 49; 2306
1; 1; 50; 7740
1; 1; 51; 31679
1; 1; 52; 5159
1; 1; 53; 28819
1; 1; 54; 4879
1; 1; 55; 26079
1; 1; 56; 5018
1; 1; 57; 4884
1; 1; 58; 15940
1; 1; 59; 18
1; 1; 60; 5004
1; 1; 61; 22171
1; 1; 62; 34679
1; 1; 63; 5009
1; 1; 64; 1732
1; 1; 65; 28289
1; 1; 66; 4875
1; 1; 67; 4978
1; 1; 68; 8410
1; 1; 69; 19987
1; 1; 70; 4994
1; 1; 71; 2353
1; 1; 72; 4956
1; 1; 73; 4750
1; 1; 74; 34878
1; 1; 75; 2832
1; 1; 76; 3349
1; 1; 77; 5204
1; 1; 78; 1601
1; 1; 79; 6395
1; 1; 80; 4801
1; 1; 81; 5111
1; 1; 82; 28315
1; 1; 83; 3018
1; 1; 84; 820
1; 1; 85; 8413
1; 1; 86; 6289
1; 1; 87; 8211
1; 1; 88; 4981
1; 1; 89; 4749
1; 1; 90; 4974
1; 1; 91; 20512
1; 1; 92; 2627
1; 1; 93; 34458
1; 1; 94; 31663
1; 1; 95; 4845
1; 1; 96; 33666
1; 1; 97; 0
2; 1; 1; 6587
2; 1; 2; 4852
2; 1; 3; 2682
2; 1; 4; 2184
2; 1; 5; 6315
2; 1; 6; 31658
2; 1; 7; 33532
2; 1; 8; 2091
2; 1; 9; 4800
2; 1; 10; 4907
2; 1; 11; 19836
2; 1; 12; 5205
2; 1; 13; 4774
2; 1; 14; 3140
2; 1; 15; 21967
2; 1; 16; 8418
2; 1; 17; 4631
2; 1; 18; 4950
2; 1; 19; 4767
2; 1; 20; 32809
2; 1; 21; 5131
2; 1; 22; 32823
2; 1; 23; 31661
2; 1; 24; 5542
2; 1; 25; 4935
2; 1; 26; 6340
2; 1; 27; 4986
2; 1; 28; 1374
2; 1; 29; 34762
2; 1; 30; 15074
2; 1; 31; 22704
2; 1; 32; 6498
2; 1; 33; 23728
2; 1; 34; 21335
2; 1; 35; 0
2; 1; 36; 8607
2; 1; 37; 24528
2; 1; 38; 30375
2; 1; 39; 25262
2; 1; 40; 4354
2; 1; 41; 7237
2; 1; 42; 33947
2; 1; 43; 1155
2; 1; 44; 7315
2; 1; 45; 5264
2; 1; 46; 584
2; 1; 47; 7316
2; 1; 48; 8201
2; 1; 49; 573
2; 1; 50; 622
2; 1; 51; 8202
2; 1; 52; 31469
2; 1; 53; 2188
2; 1; 54; 2191
2; 1; 55; 32946
